"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","21017","TC-15: Verify that the order review page displays a non-empty item total","Swag Labs Test Suite","2026-07-07","broken","2026-07-07","com.saucedemo.tests.CheckoutTest","Checkout Tests","com.saucedemo.tests.CheckoutTest","tc15_reviewPageShowsItemTotal"
"","20992","TC-12/13/14: Verify that an incomplete checkout form shows the correct validation error","Swag Labs Test Suite","2026-07-07","broken","2026-07-07","com.saucedemo.tests.CheckoutTest","Checkout Tests","com.saucedemo.tests.CheckoutTest","tcDD_checkoutValidationShowsCorrectError"
"","353","TC-02/03/04: Verify that an invalid credential combination shows the correct validation error","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.LoginTest","Login Tests","com.saucedemo.tests.LoginTest","tcDD_loginValidationShowsCorrectError"
"","488","TC-06: Verify that adding one item updates the cart badge to 1","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.CartTest","Cart Tests","com.saucedemo.tests.CartTest","tc06_addSingleItemUpdatesCartBadge"
"","21010","TC-08: Verify that removing one of two items from the inventory page decreases the cart badge to 1","Swag Labs Test Suite","2026-07-07","broken","2026-07-07","com.saucedemo.tests.CartTest","Cart Tests","com.saucedemo.tests.CartTest","tc08_removeItemDecreasesCartCount"
"","407","TC-02/03/04: Verify that an invalid credential combination shows the correct validation error","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.LoginTest","Login Tests","com.saucedemo.tests.LoginTest","tcDD_loginValidationShowsCorrectError"
"","21026","TC-11: Verify that completing the full checkout flow displays the order confirmation page","Swag Labs Test Suite","2026-07-07","broken","2026-07-07","com.saucedemo.tests.CheckoutTest","Checkout Tests","com.saucedemo.tests.CheckoutTest","tc11_completeCheckoutFlowShowsConfirmation"
"","390","TC-05: Verify that the inventory page displays at least one product after valid login","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.LoginTest","Login Tests","com.saucedemo.tests.LoginTest","tc05_inventoryPageShowsProductsAfterLogin"
"","599","TC-07: Verify that adding two different items updates the cart badge to 2","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.CartTest","Cart Tests","com.saucedemo.tests.CartTest","tc07_addTwoItemsBadgeShowsTwo"
"","20703","TC-10: Verify that removing the only item from the cart page leaves the cart empty","Swag Labs Test Suite","2026-07-07","broken","2026-07-07","com.saucedemo.tests.CartTest","Cart Tests","com.saucedemo.tests.CartTest","tc10_removeItemFromCartPageEmptiesCart"
"","475","TC-01: Verify that a standard user with correct credentials lands on the inventory page","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.LoginTest","Login Tests","com.saucedemo.tests.LoginTest","tc01_validLoginRedirectsToInventory"
"","21029","TC-12/13/14: Verify that an incomplete checkout form shows the correct validation error","Swag Labs Test Suite","2026-07-07","broken","2026-07-07","com.saucedemo.tests.CheckoutTest","Checkout Tests","com.saucedemo.tests.CheckoutTest","tcDD_checkoutValidationShowsCorrectError"
"","420","TC-02/03/04: Verify that an invalid credential combination shows the correct validation error","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.LoginTest","Login Tests","com.saucedemo.tests.LoginTest","tcDD_loginValidationShowsCorrectError"
"","20975","TC-12/13/14: Verify that an incomplete checkout form shows the correct validation error","Swag Labs Test Suite","2026-07-07","broken","2026-07-07","com.saucedemo.tests.CheckoutTest","Checkout Tests","com.saucedemo.tests.CheckoutTest","tcDD_checkoutValidationShowsCorrectError"
"","586","TC-09: Verify that the cart page shows the item that was added on the inventory page","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.CartTest","Cart Tests","com.saucedemo.tests.CartTest","tc09_cartPageShowsAddedItem"
