"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"TC-01: Standard user with correct credentials should land on the inventory page","427","tc01_validLoginRedirectsToInventory","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.LoginTest","Login Tests","com.saucedemo.tests.LoginTest","tc01_validLoginRedirectsToInventory"
"TC-05: After valid login the inventory page should display at least one product","374","tc05_inventoryPageShowsProductsAfterLogin","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.LoginTest","Login Tests","com.saucedemo.tests.LoginTest","tc05_inventoryPageShowsProductsAfterLogin"
"Data-driven: each CSV row supplies partial form data and the validation error it should trigger","848","tcDD_checkoutValidationShowsCorrectError","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.CheckoutTest","Checkout Tests","com.saucedemo.tests.CheckoutTest","tcDD_checkoutValidationShowsCorrectError"
"TC-15: The order review page should display a non-empty item total","20984","tc15_reviewPageShowsItemTotal","Swag Labs Test Suite","2026-07-07","broken","2026-07-07","com.saucedemo.tests.CheckoutTest","Checkout Tests","com.saucedemo.tests.CheckoutTest","tc15_reviewPageShowsItemTotal"
"Data-driven: each CSV row supplies a credential combination and the error text it should trigger","350","tcDD_loginValidationShowsCorrectError","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.LoginTest","Login Tests","com.saucedemo.tests.LoginTest","tcDD_loginValidationShowsCorrectError"
"TC-07: Adding two different items should update the cart badge to 2","558","tc07_addTwoItemsBadgeShowsTwo","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.CartTest","Cart Tests","com.saucedemo.tests.CartTest","tc07_addTwoItemsBadgeShowsTwo"
"Data-driven: each CSV row supplies partial form data and the validation error it should trigger","20971","tcDD_checkoutValidationShowsCorrectError","Swag Labs Test Suite","2026-07-07","broken","2026-07-07","com.saucedemo.tests.CheckoutTest","Checkout Tests","com.saucedemo.tests.CheckoutTest","tcDD_checkoutValidationShowsCorrectError"
"TC-06: Adding one item should update the cart badge to 1","469","tc06_addSingleItemUpdatesCartBadge","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.CartTest","Cart Tests","com.saucedemo.tests.CartTest","tc06_addSingleItemUpdatesCartBadge"
"TC-10: Removing the only item from the cart page should leave the cart empty","585","tc10_removeItemFromCartPageEmptiesCart","Swag Labs Test Suite","2026-07-07","failed","2026-07-07","com.saucedemo.tests.CartTest","Cart Tests","com.saucedemo.tests.CartTest","tc10_removeItemFromCartPageEmptiesCart"
"Data-driven: each CSV row supplies partial form data and the validation error it should trigger","20950","tcDD_checkoutValidationShowsCorrectError","Swag Labs Test Suite","2026-07-07","broken","2026-07-07","com.saucedemo.tests.CheckoutTest","Checkout Tests","com.saucedemo.tests.CheckoutTest","tcDD_checkoutValidationShowsCorrectError"
"TC-09: Navigating to the cart page should show the item that was added","545","tc09_cartPageShowsAddedItem","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.CartTest","Cart Tests","com.saucedemo.tests.CartTest","tc09_cartPageShowsAddedItem"
"TC-11: Completing the full checkout flow should display the order confirmation page","20984","tc11_completeCheckoutFlowShowsConfirmation","Swag Labs Test Suite","2026-07-07","broken","2026-07-07","com.saucedemo.tests.CheckoutTest","Checkout Tests","com.saucedemo.tests.CheckoutTest","tc11_completeCheckoutFlowShowsConfirmation"
"Data-driven: each CSV row supplies a credential combination and the error text it should trigger","385","tcDD_loginValidationShowsCorrectError","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.LoginTest","Login Tests","com.saucedemo.tests.LoginTest","tcDD_loginValidationShowsCorrectError"
"Data-driven: each CSV row supplies a credential combination and the error text it should trigger","392","tcDD_loginValidationShowsCorrectError","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.LoginTest","Login Tests","com.saucedemo.tests.LoginTest","tcDD_loginValidationShowsCorrectError"
"TC-08: Removing one of two items from the inventory page should decrease the badge to 1","610","tc08_removeItemDecreasesCartCount","Swag Labs Test Suite","2026-07-07","passed","2026-07-07","com.saucedemo.tests.CartTest","Cart Tests","com.saucedemo.tests.CartTest","tc08_removeItemDecreasesCartCount"
